dossier_id,genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut,anciennete_membre_mois,endettement_externe_declare,montant_dernier_credit,type_credit,type_garantie,valeur_garantie,pertinence_saisonniere,croissance_ventes_pct,employeur_nom
BRK-2026-007336,F,40,urbain,quincaillerie_materiaux,0,2,37,506000,417000,89000,51858,47000,350000,12,29167,0.3277,1.778,46000,0.962,1,0.419,1,1,2,0,1,0.418,0.355,aucun,0,27,0,150000,productif_immobilier,domiciliation_salaire,175000,defavorable,34,
BRK-2026-007337,M,34,urbain,quincaillerie_materiaux,0,1,20,1250000,953000,297000,280714,44000,1150000,12,95833,0.3227,2.9292,293000,0.858,1,0.812,0,0,0,0,0,0.0,0.525,aucun,0,20,0,,productif_fonds_roulement,foncier,650000,defavorable,,Fictif Quincaillerie du Plateau
BRK-2026-007338,M,40,rural,commerce_detail,0,5,57,643000,509000,134000,190563,75000,300000,12,25000,0.1866,7.6225,34000,0.453,1,0.517,0,0,2,0,0,0.0,0.723,aucun,0,7,0,,productif_fonds_roulement,foncier,225000,,15,
BRK-2026-007339,F,40,urbain,services,1,2,49,227000,62000,165000,76845,66000,150000,12,12500,0.0758,6.1476,18000,0.189,1,0.741,0,0,0,0,1,0.496,0.668,aucun,0,,,,productif_equipement,foncier,150000,favorable,,
BRK-2026-007340,M,28,rural,artisanat,1,3,54,107000,57000,50000,170884,20000,500000,18,27778,0.5556,6.1518,173000,0.09,0,0.0,1,2,2,0,1,0.685,0.953,aucun,0,2,0,,productif_equipement,,500000,favorable,,
BRK-2026-007341,F,57,urbain,commerce_detail,0,3,43,1438000,1266000,172000,159836,20000,425000,6,70833,0.4118,2.2565,0,0.494,1,0.758,1,4,0,0,1,0.708,0.656,aucun,0,43,,350000,productif_equipement,,375000,favorable,,
BRK-2026-007342,F,29,rural,commerce_detail,0,4,18,90000,80000,10000,204976,50000,150000,12,12500,1.25,16.3981,30000,0.596,0,0.0,1,2,2,0,1,0.517,0.961,aucun,0,17,20000,150000,productif_equipement,caution_solidaire,150000,neutre,,Fictif Groupe Wend-Panga
BRK-2026-007343,F,31,urbain,quincaillerie_materiaux,0,1,22,374000,333000,41000,96897,41000,150000,12,12500,0.3049,7.7518,25000,0.753,1,0.429,0,0,1,0,1,0.716,0.802,aucun,0,10,0,,salarie_scolaire,caution_solidaire,,favorable,0,Fictif École Privée Sahel
BRK-2026-007344,M,29,urbain,vente_vivres,0,3,46,650000,537000,113000,103553,39000,900000,12,75000,0.6637,1.3807,54000,0.818,0,0.0,1,2,0,0,0,0.0,0.917,impaye,1,,,300000,,caution_solidaire,1350000,,-35,
BRK-2026-007345,M,40,urbain,vente_vivres,1,2,44,364000,327000,37000,42879,59000,275000,12,22917,0.6194,1.8711,18000,0.276,1,0.434,1,3,1,0,0,0.0,0.86,aucun,0,16,0,200000,productif_fonds_roulement,aucune,,defavorable,19,
BRK-2026-007346,F,43,urbain,commerce_detail,1,2,16,90000,74000,16000,97146,83000,150000,12,12500,0.7812,7.7717,22000,0.494,1,0.83,1,1,0,0,1,0.811,0.863,aucun,0,16,5000,,productif_fonds_roulement,,150000,,,
BRK-2026-007347,F,51,urbain,quincaillerie_materiaux,1,6,46,3492000,3134000,358000,645440,78000,2200000,18,122222,0.3414,5.2809,20000,0.646,0,0.0,0,0,1,0,1,0.358,0.862,aucun,0,32,0,,productif_equipement,caution_solidaire,2400000,neutre,-19,
BRK-2026-007348,M,40,urbain,commerce_detail,0,3,29,14111000,9928000,4183000,9523827,43000,29500000,12,2458333,0.5877,3.8741,54000,0.469,1,0.906,1,4,3,0,1,0.558,0.942,aucun,0,4,0,10500000,productif_fonds_roulement,materiel,40500000,neutre,33,
BRK-2026-007349,F,32,urbain,services,0,5,53,202000,68000,134000,103948,69000,250000,12,20833,0.1555,4.9896,29000,0.041,0,0.0,1,1,0,0,1,0.436,0.653,aucun,0,,193000,150000,,materiel,275000,,,Fictif Boulangerie Faso Or
BRK-2026-007350,F,29,rural,commerce_detail,0,7,18,489000,450000,39000,60029,26000,150000,6,25000,0.641,2.4012,0,0.183,1,0.571,1,2,1,0,1,0.783,0.796,aucun,0,,,150000,productif_equipement,aucune,,neutre,-26,
BRK-2026-007351,M,34,urbain,quincaillerie_materiaux,1,1,46,839000,647000,192000,398226,63000,1000000,12,83333,0.434,4.7787,0,0.509,1,0.441,1,2,0,0,1,0.304,0.783,aucun,0,,0,425000,productif_fonds_roulement,materiel,850000,favorable,,
BRK-2026-007352,M,43,rural,commerce_detail,1,3,49,90000,67000,23000,13957,28000,150000,12,12500,0.5435,1.1166,0,0.642,1,0.699,0,0,0,0,0,0.0,0.667,aucun,0,49,,,productif_fonds_roulement,aucune,,,-47,
BRK-2026-007353,M,25,urbain,vente_vivres,0,2,38,885000,788000,97000,340489,91000,650000,12,54167,0.5584,6.2859,26000,0.409,1,0.851,1,3,0,0,1,0.241,0.714,aucun,0,5,,225000,productif_equipement,materiel,550000,,-6,Fictif École Privée Sahel
BRK-2026-007354,M,25,urbain,commerce_detail,1,5,68,399000,274000,125000,156577,128000,400000,12,33333,0.2667,4.6974,44000,0.962,0,0.0,0,0,0,0,1,0.779,0.82,aucun,0,38,0,,,materiel,150000,favorable,,
BRK-2026-007355,F,43,urbain,vente_vivres,0,2,61,195000,173000,22000,24261,52000,150000,18,8333,0.3788,2.9114,5000,0.96,1,0.425,1,2,0,0,0,0.0,0.67,aucun,0,1,0,,agricole,aucune,,,8,Fictif Négoce Nakambé
BRK-2026-007356,F,32,rural,vente_vivres,1,2,40,1476000,1356000,120000,311543,25000,850000,12,70833,0.5903,4.3983,8000,0.513,1,0.21,0,0,0,0,1,0.58,0.735,impaye,1,12,,,salarie_scolaire,,600000,,,Fictif Négoce Nakambé
BRK-2026-007357,M,31,rural,services,0,7,43,6769000,2311000,4458000,854362,87000,4000000,12,333333,0.0748,2.5631,26000,0.831,1,0.545,1,1,1,0,1,0.273,0.96,aucun,0,43,0,1800000,agricole,,2900000,,37,
BRK-2026-007358,M,28,rural,vente_vivres,0,1,48,3744000,3467000,277000,241722,74000,1300000,12,108333,0.3911,2.2313,8000,0.213,0,0.0,1,1,0,0,0,0.0,0.831,aucun,0,,0,650000,agricole,,,defavorable,,
BRK-2026-007359,F,49,urbain,vente_vivres,0,5,81,92000,67000,25000,65261,54000,150000,6,25000,1.0,2.6104,5000,0.818,0,0.0,0,0,0,0,1,0.975,0.621,aucun,0,59,,,productif_fonds_roulement,caution_solidaire,150000,,22,
BRK-2026-007360,M,30,urbain,vente_vivres,0,3,34,841000,725000,116000,85912,66000,300000,12,25000,0.2155,3.4365,73000,0.215,1,0.971,0,0,1,0,1,0.498,0.839,aucun,0,,,,productif_fonds_roulement,caution_solidaire,375000,neutre,,
BRK-2026-007361,F,42,urbain,vente_vivres,0,1,49,90000,75000,15000,285030,45000,150000,9,16667,1.1111,17.1015,2000,0.572,0,0.0,0,0,0,0,1,0.484,0.466,retards,1,49,,,productif_equipement,caution_solidaire,150000,favorable,42,Fictif Coton Faso Services
BRK-2026-007362,F,31,urbain,commerce_detail,1,5,94,2425000,2083000,342000,45685,80000,750000,12,62500,0.1827,0.731,114000,0.364,1,0.71,1,3,1,0,1,0.537,0.866,aucun,0,,,325000,productif_equipement,,150000,neutre,-16,
BRK-2026-007363,F,20,rural,commerce_detail,0,3,69,2651000,2258000,393000,113159,46000,950000,6,158333,0.4029,0.7147,92000,0.639,1,0.423,0,0,0,0,1,0.235,0.619,aucun,0,,0,,productif_fonds_roulement,foncier,550000,favorable,,
BRK-2026-007364,F,41,urbain,quincaillerie_materiaux,1,2,63,223000,179000,44000,33874,55000,550000,12,45833,1.0417,0.7391,2000,0.362,1,0.043,1,1,0,0,0,0.0,0.842,aucun,0,,,,productif_immobilier,vehicule,750000,,35,
BRK-2026-007365,M,29,urbain,commerce_detail,1,3,57,9600000,7796000,1804000,473434,57000,2500000,12,208333,0.1155,2.2725,5000,0.574,1,0.385,0,0,1,0,1,0.652,0.797,aucun,0,,,,,materiel,1000000,neutre,,
BRK-2026-007366,M,49,rural,commerce_detail,0,3,60,626000,558000,68000,209870,55000,475000,12,39583,0.5821,5.302,23000,0.313,1,0.773,0,0,0,0,1,0.508,0.898,aucun,0,,,,productif_fonds_roulement,foncier,500000,favorable,8,
BRK-2026-007367,M,24,rural,commerce_detail,0,1,15,2225000,1659000,566000,221642,119000,4900000,24,204167,0.3607,1.0856,52000,0.998,1,0.125,0,0,1,0,1,0.439,0.944,aucun,0,,0,,productif_fonds_roulement,caution_solidaire,1750000,neutre,39,
BRK-2026-007368,M,31,urbain,vente_vivres,0,4,44,90000,83000,7000,22594,94000,150000,12,12500,1.7857,1.8075,65000,0.795,0,0.0,1,2,0,0,1,0.596,0.876,impaye,1,33,,150000,agricole,,,neutre,,Fictif Coton Faso Services
BRK-2026-007369,F,34,urbain,quincaillerie_materiaux,1,2,47,361000,321000,40000,85238,79000,150000,6,25000,0.625,3.4095,33000,0.062,0,0.0,1,3,0,0,1,0.222,0.737,impaye,1,27,55000,150000,productif_fonds_roulement,foncier,150000,neutre,,
BRK-2026-007370,F,53,rural,agriculture,1,4,26,142000,94000,48000,76710,112000,150000,6,25000,0.5208,3.0684,14000,0.09,0,0.0,1,3,2,0,0,0.0,0.81,impaye,1,16,,150000,agricole,aucune,,,-17,
BRK-2026-007371,F,42,urbain,commerce_detail,1,2,47,2795000,2188000,607000,760827,20000,2700000,9,300000,0.4942,2.5361,11000,0.042,1,0.582,0,0,2,0,0,0.0,0.83,aucun,0,,0,,salarie_scolaire,caution_solidaire,700000,,,Fictif Transport Kadiogo
BRK-2026-007372,M,47,rural,commerce_detail,1,4,34,429000,364000,65000,8640,62000,150000,12,12500,0.1923,0.6912,10000,0.139,0,0.0,1,2,0,0,1,0.862,0.92,aucun,0,34,,,,aucune,,neutre,42,
BRK-2026-007373,F,39,rural,commerce_detail,1,3,60,1716000,1245000,471000,648784,60000,1650000,12,137500,0.2919,4.7184,0,0.617,0,0.0,1,3,0,0,0,0.0,0.821,aucun,0,60,0,600000,productif_fonds_roulement,aucune,,,-10,
BRK-2026-007374,F,46,urbain,vente_vivres,0,3,25,2728000,2420000,308000,366099,33000,2600000,18,144444,0.469,2.5345,14000,0.516,0,0.0,1,2,0,0,1,0.752,0.815,aucun,0,,320000,,productif_fonds_roulement,caution_solidaire,,,7,
BRK-2026-007375,M,43,urbain,quincaillerie_materiaux,1,5,31,429000,307000,122000,118359,88000,950000,12,79167,0.6489,1.4951,12000,0.415,0,0.0,0,0,0,0,0,0.0,0.821,aucun,0,31,12000,,salarie_autre,materiel,375000,,23,Fictif Coton Faso Services
BRK-2026-007376,F,44,urbain,commerce_detail,0,1,18,209000,177000,32000,170589,55000,150000,6,25000,0.7812,6.8236,0,0.382,1,0.073,1,2,3,0,0,0.0,0.836,impaye,1,14,,150000,productif_fonds_roulement,domiciliation_salaire,150000,,,
BRK-2026-007377,M,38,urbain,services,0,9,29,2518000,823000,1695000,272419,25000,1250000,18,69444,0.041,3.9229,9000,0.804,0,0.0,1,2,0,0,1,0.195,0.585,aucun,0,29,,,productif_fonds_roulement,foncier,1350000,,,
BRK-2026-007378,M,33,rural,artisanat,0,9,40,1501000,788000,713000,210745,34000,1450000,18,80556,0.113,2.6161,12000,0.513,0,0.0,1,4,3,1,1,0.591,0.585,aucun,0,,,550000,salarie_scolaire,caution_solidaire,1050000,,16,Fictif Atelier Bobo Artisans
BRK-2026-007379,M,38,rural,commerce_detail,0,4,27,9303000,6686000,2617000,9337047,20000,10500000,12,875000,0.3344,10.6709,4000,0.915,1,0.581,1,1,0,0,0,0.0,0.542,aucun,0,24,,,btp_marche_public,aucune,,favorable,28,Fictif Clinique Wentenga
BRK-2026-007380,M,55,urbain,commerce_detail,0,6,59,22557000,19474000,3083000,1306504,54000,12500000,18,694444,0.2252,1.8814,28000,0.788,0,0.0,1,4,0,0,1,0.129,0.651,aucun,0,,,6300000,salarie_scolaire,foncier,11500000,,,Fictif Groupe Wend-Panga
BRK-2026-007381,M,34,rural,commerce_detail,1,0,66,257000,213000,44000,20505,79000,150000,9,16667,0.3788,1.2303,21000,0.04,0,0.0,0,0,0,0,1,0.353,0.736,aucun,0,36,,,productif_equipement,materiel,150000,neutre,-20,
BRK-2026-007382,M,35,rural,artisanat,0,1,40,157000,78000,79000,14365,41000,150000,12,12500,0.1582,1.1492,37000,0.294,1,0.394,1,3,1,0,0,0.0,0.623,aucun,0,3,87000,150000,productif_equipement,,,favorable,15,
BRK-2026-007383,F,39,urbain,quincaillerie_materiaux,1,3,30,4033000,3502000,531000,620964,21000,2600000,18,144444,0.272,4.299,1000,0.136,0,0.0,1,2,0,0,1,0.516,0.911,aucun,0,,0,1950000,productif_immobilier,,3000000,neutre,,
BRK-2026-007384,F,39,urbain,commerce_detail,1,6,31,90000,74000,16000,29003,75000,150000,12,12500,0.7812,2.3202,23000,0.578,1,0.363,1,2,0,0,0,0.0,0.457,aucun,0,,,,salarie_autre,domiciliation_salaire,150000,,23,Fictif Quincaillerie du Plateau
BRK-2026-007385,M,36,rural,quincaillerie_materiaux,0,3,38,1134000,1006000,128000,329452,33000,900000,12,75000,0.5859,4.3927,6000,0.535,0,0.0,1,2,0,0,0,0.0,0.873,aucun,0,10,71000,,productif_immobilier,aucune,,,9,Fictif Boulangerie Faso Or
BRK-2026-007386,M,43,urbain,vente_vivres,1,5,27,3285000,3166000,119000,173428,41000,850000,12,70833,0.5952,2.4484,2000,0.82,0,0.0,1,1,0,1,1,0.578,0.627,retards,1,,94000,325000,productif_fonds_roulement,,,favorable,44,
BRK-2026-007387,M,46,rural,quincaillerie_materiaux,1,2,55,1011000,914000,97000,89530,85000,950000,12,79167,0.8162,1.1309,4000,0.357,0,0.0,0,0,0,0,0,0.0,0.839,aucun,0,55,0,,btp_marche_public,foncier,275000,favorable,,
BRK-2026-007388,F,48,urbain,artisanat,0,4,70,90000,52000,38000,13226,54000,150000,18,8333,0.2193,1.5872,0,0.622,0,0.0,0,0,0,0,1,0.432,0.855,aucun,0,36,,,productif_equipement,,150000,defavorable,50,
BRK-2026-007389,M,38,urbain,commerce_detail,0,4,56,764000,686000,78000,797603,50000,1600000,18,88889,1.1396,8.973,11000,0.638,0,0.0,1,1,0,0,0,0.0,0.579,aucun,0,56,,1100000,btp_marche_public,materiel,2500000,defavorable,,
BRK-2026-007390,F,45,urbain,commerce_detail,1,1,44,342000,287000,55000,43797,57000,150000,12,12500,0.2273,3.5038,2000,0.571,1,0.819,1,4,4,1,1,0.319,0.75,aucun,0,44,,150000,salarie_scolaire,foncier,150000,,-12,Fictif Quincaillerie du Plateau
BRK-2026-007391,M,29,urbain,commerce_detail,0,2,51,635000,481000,154000,91218,73000,1200000,24,50000,0.3247,1.8244,28000,0.628,1,0.695,1,3,1,0,0,0.0,0.53,aucun,0,44,,,productif_immobilier,aucune,,,2,
BRK-2026-007392,F,32,urbain,commerce_detail,1,3,74,1133000,1034000,99000,296738,65000,550000,12,45833,0.463,6.4743,12000,0.825,0,0.0,1,1,0,0,0,0.0,0.597,aucun,0,51,0,,salarie_scolaire,aucune,,,,Fictif Garage Cascades
BRK-2026-007393,F,46,urbain,vente_vivres,1,5,36,961000,818000,143000,76607,27000,700000,12,58333,0.4079,1.3133,34000,0.565,0,0.0,0,0,1,0,1,0.817,0.667,aucun,0,,,,salarie_scolaire,,,,12,Fictif Garage Cascades
BRK-2026-007394,F,39,rural,vente_vivres,1,1,14,5218000,4050000,1168000,1034747,44000,8800000,12,733333,0.6279,1.411,6000,0.659,1,0.865,1,1,0,0,0,0.0,0.808,aucun,0,1,,3700000,productif_fonds_roulement,aucune,,,2,
BRK-2026-007395,F,38,urbain,artisanat,1,6,23,922000,504000,418000,138033,73000,375000,12,31250,0.0748,4.4171,47000,0.538,1,0.679,0,0,0,0,1,0.353,0.661,aucun,0,3,0,,productif_fonds_roulement,,150000,neutre,,
BRK-2026-007396,M,31,urbain,vente_vivres,0,4,21,485000,361000,124000,798783,61000,600000,6,100000,0.8065,7.9878,9000,0.708,1,0.311,0,0,1,0,1,0.37,0.723,aucun,0,14,0,,salarie_autre,,,favorable,-2,Fictif Groupe Wend-Panga
BRK-2026-007397,F,35,urbain,commerce_detail,0,4,63,960000,840000,120000,41896,61000,550000,12,45833,0.3819,0.9141,0,0.338,0,0.0,0,0,0,0,0,0.0,0.564,aucun,0,62,0,,productif_fonds_roulement,,,,17,
BRK-2026-007398,F,20,urbain,vente_vivres,1,5,48,608000,510000,98000,26581,35000,225000,6,37500,0.3827,0.7088,16000,0.732,0,0.0,1,3,1,0,1,0.478,0.631,aucun,0,11,,,,caution_solidaire,200000,,,
BRK-2026-007399,F,36,urbain,commerce_detail,1,5,28,90000,81000,9000,33669,47000,150000,12,12500,1.3889,2.6935,0,0.259,1,0.9,0,0,0,0,1,0.773,0.804,aucun,0,5,0,,productif_fonds_roulement,caution_solidaire,150000,neutre,10,
BRK-2026-007400,M,47,urbain,commerce_detail,0,1,53,1935000,1690000,245000,1455473,20000,1100000,12,91667,0.3742,15.8778,3000,0.765,0,0.0,1,3,0,0,1,0.529,0.711,aucun,0,53,,400000,btp_marche_public,caution_solidaire,800000,,-18,
BRK-2026-007401,F,30,rural,artisanat,1,2,46,959000,597000,362000,83514,30000,600000,12,50000,0.1381,1.6703,0,0.819,1,0.976,1,2,2,0,0,0.0,0.534,aucun,0,46,,,productif_fonds_roulement,aucune,,,,
BRK-2026-007402,M,33,rural,quincaillerie_materiaux,1,0,87,950000,833000,117000,151039,38000,1500000,12,125000,1.0684,1.2083,40000,0.335,1,0.403,0,0,0,0,0,0.0,0.543,aucun,0,75,0,,salarie_autre,,,,,Fictif Quincaillerie du Plateau
BRK-2026-007403,M,32,urbain,artisanat,1,0,63,2883000,1483000,1400000,119248,51000,750000,9,83333,0.0595,1.431,22000,0.937,1,0.908,1,2,0,0,1,0.426,0.747,aucun,0,21,,,,caution_solidaire,1050000,favorable,,
BRK-2026-007404,F,42,rural,quincaillerie_materiaux,1,2,28,208000,160000,48000,258706,94000,325000,12,27083,0.5642,9.5523,20000,0.849,0,0.0,1,4,0,0,1,0.288,0.395,aucun,0,,,150000,productif_fonds_roulement,caution_solidaire,175000,,28,
BRK-2026-007405,F,34,urbain,commerce_detail,0,2,36,491000,419000,72000,87321,60000,375000,12,31250,0.434,2.7943,40000,0.945,0,0.0,0,0,0,0,1,0.231,0.809,aucun,0,22,,,productif_equipement,caution_solidaire,275000,,,
BRK-2026-007406,F,48,rural,commerce_detail,0,4,42,1211000,951000,260000,161462,49000,750000,12,62500,0.2404,2.5834,6000,0.945,0,0.0,0,0,4,0,0,0.0,0.898,aucun,0,32,,,btp_marche_public,aucune,,,55,
BRK-2026-007407,M,24,rural,quincaillerie_materiaux,0,5,63,440000,374000,66000,235869,50000,275000,12,22917,0.3472,10.2923,11000,0.519,1,0.548,0,0,0,0,0,0.0,0.738,aucun,0,45,,,productif_fonds_roulement,,,neutre,42,
BRK-2026-007408,F,33,urbain,commerce_detail,1,3,46,1578000,1330000,248000,283850,47000,800000,12,66667,0.2688,4.2577,54000,0.286,1,0.963,1,2,1,0,1,0.401,0.808,aucun,0,,0,650000,productif_fonds_roulement,foncier,850000,neutre,-5,
BRK-2026-007409,F,29,urbain,quincaillerie_materiaux,0,1,59,4075000,3480000,595000,308879,55000,1050000,6,175000,0.2941,1.765,0,0.653,0,0.0,1,3,3,0,0,0.0,0.624,aucun,0,16,0,750000,productif_equipement,,,neutre,,
BRK-2026-007410,F,26,rural,commerce_detail,0,1,75,1284000,1045000,239000,117029,76000,600000,12,50000,0.2092,2.3406,1000,0.091,1,0.327,0,0,0,0,1,0.949,0.868,aucun,0,,,,productif_fonds_roulement,materiel,950000,defavorable,44,
BRK-2026-007411,M,49,urbain,services,0,2,70,205000,66000,139000,96689,108000,150000,9,16667,0.1199,5.8012,3000,0.771,0,0.0,0,0,0,0,0,0.0,0.638,aucun,0,,0,,productif_immobilier,aucune,,neutre,,
BRK-2026-007412,F,28,urbain,vente_vivres,0,3,53,882000,774000,108000,64903,85000,600000,12,50000,0.463,1.2981,56000,0.427,1,0.838,1,3,1,0,1,0.657,0.779,aucun,0,36,,200000,agricole,caution_solidaire,300000,favorable,37,
BRK-2026-007413,F,49,urbain,vente_vivres,1,4,20,177000,147000,30000,59002,85000,325000,24,13542,0.4514,4.357,101000,0.835,0,0.0,1,1,0,0,1,0.831,0.939,aucun,0,4,,200000,productif_fonds_roulement,aucune,,favorable,,
BRK-2026-007414,F,24,rural,services,0,3,47,763000,254000,509000,518483,87000,700000,12,58333,0.1146,8.8883,0,0.966,1,0.868,1,1,1,0,0,0.0,0.375,aucun,0,47,0,,productif_fonds_roulement,materiel,,neutre,,
BRK-2026-007415,F,30,urbain,services,0,5,29,185000,70000,115000,40644,110000,150000,9,16667,0.1449,2.4386,1000,0.057,0,0.0,0,0,0,0,1,0.482,0.537,aucun,0,18,0,,productif_equipement,aucune,,favorable,,Fictif Clinique Wentenga
BRK-2026-007416,F,25,urbain,artisanat,1,2,19,262000,148000,114000,18367,92000,150000,24,6250,0.0548,2.9387,40000,0.879,0,0.0,0,0,1,0,1,0.592,0.915,aucun,0,4,0,,productif_fonds_roulement,caution_solidaire,225000,neutre,6,
BRK-2026-007417,M,37,urbain,vente_vivres,1,5,53,755000,667000,88000,50608,20000,275000,12,22917,0.2604,2.2083,0,0.909,0,0.0,1,3,0,0,0,0.0,0.726,aucun,0,50,0,150000,productif_fonds_roulement,aucune,,favorable,,
BRK-2026-007418,F,50,urbain,commerce_detail,0,2,79,296000,257000,39000,61463,41000,325000,12,27083,0.6944,2.2694,5000,0.813,1,0.424,1,3,0,0,1,0.682,0.312,retards,1,21,0,150000,productif_equipement,aucune,,,3,Fictif Faso Distribution
BRK-2026-007419,M,52,urbain,commerce_detail,1,0,30,3654000,3416000,238000,549750,49000,750000,12,62500,0.2626,8.796,73000,0.622,0,0.0,1,3,0,0,0,0.0,0.902,aucun,0,4,,500000,btp_marche_public,aucune,,neutre,25,
BRK-2026-007420,F,23,urbain,quincaillerie_materiaux,1,4,23,3855000,3102000,753000,380014,116000,3900000,12,325000,0.4316,1.1693,30000,0.278,1,0.663,1,1,0,0,1,0.233,0.826,aucun,0,2,0,1750000,productif_equipement,caution_solidaire,4300000,defavorable,,
BRK-2026-007421,F,39,rural,commerce_detail,1,4,70,2983000,2154000,829000,1469598,63000,5000000,12,416667,0.5026,3.527,3000,0.884,0,0.0,1,1,1,0,1,0.367,0.947,aucun,0,38,,2200000,salarie_autre,,3900000,defavorable,,Fictif Comptoir du Sahel
BRK-2026-007422,F,35,rural,commerce_detail,0,2,99,1394000,1140000,254000,80774,20000,1150000,12,95833,0.3773,0.8429,42000,0.074,1,0.632,0,0,0,0,1,0.822,0.748,aucun,0,74,0,,,,500000,neutre,,
BRK-2026-007423,M,36,urbain,services,1,4,41,1375000,442000,933000,58390,69000,850000,12,70833,0.0759,0.8243,51000,0.945,1,0.497,1,1,0,0,0,0.0,0.838,aucun,0,29,,350000,productif_equipement,aucune,,,3,
BRK-2026-007424,M,47,rural,commerce_detail,0,5,30,132000,108000,24000,12075,53000,150000,12,12500,0.5208,0.966,3000,0.492,0,0.0,0,0,0,0,0,0.0,0.453,aucun,0,,30000,,,aucune,,neutre,40,Fictif Négoce Nakambé
BRK-2026-007425,F,52,urbain,quincaillerie_materiaux,0,6,47,1043000,1012000,31000,126361,41000,350000,12,29167,0.9409,4.3323,19000,0.263,1,0.324,0,0,2,0,0,0.0,0.677,aucun,0,13,0,,productif_fonds_roulement,foncier,250000,neutre,7,
BRK-2026-007426,F,43,urbain,artisanat,0,1,38,90000,48000,42000,100243,62000,150000,12,12500,0.2976,8.0194,2000,0.728,1,0.39,1,4,1,1,0,0.0,0.589,aucun,0,17,0,,productif_equipement,,,,7,
BRK-2026-007427,M,31,urbain,artisanat,0,5,48,723000,438000,285000,38009,147000,175000,12,14583,0.0512,2.6064,10000,0.124,1,0.777,1,2,3,0,0,0.0,0.758,aucun,0,48,,,productif_fonds_roulement,,225000,neutre,2,
BRK-2026-007428,F,37,rural,quincaillerie_materiaux,0,2,81,7114000,6153000,961000,1685829,58000,2900000,12,241667,0.2515,6.9758,10000,0.542,0,0.0,0,0,1,0,1,0.28,0.629,aucun,0,,118000,,productif_fonds_roulement,caution_solidaire,3500000,,,
BRK-2026-007429,F,39,urbain,commerce_detail,1,4,45,108000,96000,12000,17230,89000,150000,12,12500,1.0417,1.3784,364000,0.573,1,0.333,0,0,0,0,0,0.0,0.975,aucun,0,43,0,,productif_fonds_roulement,materiel,150000,,,
BRK-2026-007430,F,39,urbain,commerce_detail,0,4,40,933000,707000,226000,909564,28000,1600000,12,133333,0.59,6.8217,47000,0.814,1,0.968,0,0,1,0,0,0.0,0.648,aucun,0,,0,,salarie_scolaire,,500000,defavorable,,Fictif Boulangerie Faso Or
BRK-2026-007431,M,37,urbain,services,0,3,26,824000,246000,578000,193372,31000,150000,6,25000,0.0433,7.7349,28000,0.796,1,0.911,0,0,0,0,1,0.468,0.754,aucun,0,11,0,,salarie_autre,caution_solidaire,150000,,,Fictif Comptoir du Sahel
BRK-2026-007432,F,35,urbain,vente_vivres,0,8,60,1700000,1470000,230000,92168,107000,500000,12,41667,0.1812,2.212,10000,0.996,0,0.0,1,2,0,0,1,0.208,0.774,aucun,0,25,,,salarie_autre,caution_solidaire,150000,favorable,,Fictif Atelier Bobo Artisans
BRK-2026-007433,F,40,rural,vente_vivres,1,5,28,90000,83000,7000,58761,86000,150000,12,12500,1.7857,4.7009,27000,0.461,1,0.872,0,0,0,0,1,0.447,0.611,retards,1,,,,productif_equipement,,,,-10,
BRK-2026-007434,M,31,urbain,quincaillerie_materiaux,1,4,21,90000,85000,5000,25178,56000,150000,18,8333,1.6666,3.0215,0,0.435,1,0.544,0,0,2,0,1,0.508,0.387,impaye,1,,0,,btp_marche_public,,,,67,
BRK-2026-007435,M,41,urbain,quincaillerie_materiaux,0,3,67,1968000,1850000,118000,255066,64000,1400000,18,77778,0.6591,3.2794,0,0.296,0,0.0,1,4,0,0,1,0.629,0.453,aucun,0,21,,,productif_immobilier,,200000,,55,Fictif Clinique Wentenga
BRK-2026-007436,M,30,urbain,services,1,7,64,259000,81000,178000,46111,45000,350000,24,14583,0.0819,3.162,0,0.032,0,0.0,1,2,3,0,1,0.427,0.711,aucun,0,64,0,,productif_equipement,caution_solidaire,350000,neutre,-8,
BRK-2026-007437,M,24,rural,commerce_detail,0,2,46,21070000,17831000,3239000,3326480,78000,35000000,24,1458333,0.4502,2.281,4000,0.224,1,0.683,0,0,0,0,1,0.753,0.874,aucun,0,,,,productif_fonds_roulement,domiciliation_salaire,35000000,,-3,
BRK-2026-007438,F,47,urbain,quincaillerie_materiaux,1,4,79,4649000,4556020,92980,18763,94000,650000,18,36111,0.3884,0.5196,4000,0.914,1,0.785,0,0,0,0,1,0.661,0.89,aucun,0,57,0,,,foncier,700000,neutre,26,
BRK-2026-007439,F,24,urbain,vente_vivres,0,4,25,1152000,1051000,101000,684741,67000,425000,12,35417,0.3507,19.3337,37000,0.621,1,0.205,1,1,0,0,0,0.0,0.838,aucun,0,,,150000,productif_fonds_roulement,aucune,,favorable,,
